1.1.1			
κυναγόν	κυνάγων	Case: accusative, Gender: feminine, Number: singular	
1.8.3	1.8.3	Case: genitive, Gender: masculine, Number: singular	
Ἔφερε	φέρω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to bear
τόξον	τόξον	Case: accusative, Gender: neuter, Number: singular	a bow
ὀϊστούς	ὀϊστός	Case: accusative, Gender: masculine, Number: plural	arrow
1.8.4	1.8.4	Case: genitive, Gender: masculine, Number: singular	
Ἔμπειρος	Ἔμπειρος	Case: nominative, Degree: positive, Gender: masculine, Number: singular	
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
τέχνης	τέχνη	Case: genitive, Gender: feminine, Number: singular	art, skill, craft in work, cunning of hand
τόξου	τόξον	Case: genitive, Gender: masculine, Number: singular	a bow
1.8.5	1.8.5	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ἔκτεινε	κτείνω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to kill, slay
βέλεσιν	βέλεσις	Case: dative, Gender: neuter, Number: plural	
θῆρας	θῆρυς	Case: accusative, Gender: masculine, Number: plural	
1.8.6	1.8.6		
Ἐφίλει	φιλέω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to love, regard with affection
θηρεύειν	θηρεύω	Tense: present, VerbForm: infinitive, Voice: active	to hunt, go hunting
ἐλάφους	ἔλαφος	Case: accusative, Gender: feminine, Number: plural	a deer
ὄρεσιν	ὄρεσις	Case: dative, Gender: neuter, Number: plural	
1.8.7	ὅ.εις	Case: genitive, Gender: masculine, Number: singular, PrononimalType: relative	
Ταχίστη	Ταχίστη	Case: nominative, Gender: feminine, Number: singular	
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
πόδας	πούς	Case: accusative, Gender: masculine, Number: plural	a foot
ἰσχυροτάτη	ἰσχυρός	Case: nominative, Degree: superlative, Gender: feminine, Number: singular	strong, mighty
1.8.8	1.8.8	Case: genitive, Gender: feminine, Number: singular	
Οὐδεὶς	οὐδείς	Case: nominative, Gender: masculine, Number: singular	not one, nobody
θεῶν	θεός	Case: genitive, Gender: masculine, Number: plural	god
ἀνθρώπων	ἄνθρωπος	Case: genitive, Gender: masculine, Number: plural	man, person, human
ἔγημεν	γαμέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to marry
αὐτήν	αὐτός	Case: accusative, Gender: feminine, Number: singular	unemph. 3rd pers.pronoun; -self; the same 
1.8.9	1.8.9	Case: genitive, Gender: feminine, Number: singular	
λαμπρότατον	λαμπρός	Case: nominative, Degree: superlative, Gender: neuter, Number: singular	bright, brilliant, radiant
αὐτῆς	αὐτός	Case: genitive, Gender: feminine, Number: singular, Person: third, PrononimalType: personal	unemph. 3rd pers.pronoun; -self; the same 
Ἐφέσῳ	Ἔφεσος	Case: dative, Gender: feminine, Number: singular	Ephesus (f., the city; m., the founder)
ἕστηκεν	ἵστημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make to stand
1.8.10	1.8.10	Case: nominative, Gender: masculine, Number: singular	
Οἰνεύς	Οἰνεύς	Case: nominative, Gender: masculine, Number: singular	Oeneus
ποτε	ποτε		
Αἰτωλίας	Αἰτωλία	Case: genitive, Gender: feminine, Number: singular	Aetolia
βασιλεὺς	βασιλεύς	Case: nominative, Gender: masculine, Number: singular	a king, chief
καθύβρισε	καθυβρίζω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to treat despitefully, to insult or affront wantonly
Ἀρτέμιδα	Ἀρτέμιδαι	Case: accusative, Gender: feminine, Number: singular	
1.8.11	1.8.11	Case: genitive, Gender: masculine, Number: singular	
θεὸς	θεός	Case: nominative, Gender: masculine, Number: singular	god
ἐζημίωσεν	ζημιόω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	cause a loss, penalize; fine; punish
αὐτὸν	αὐτός	Case: accusative, Gender: masculine, Number: singular, Person: third, PrononimalType: personal	unemph. 3rd pers.pronoun; -self; the same 
ἀντὶ	ἀντί		over against, opposite. c. gen.
ὕβρεως	ὕβρευς	Case: genitive, Gender: feminine, Number: singular	
1.8.12	1.8.12	Case: genitive, Gender: masculine, Number: singular, Person: third, PrononimalType: personal	
Ἔπεμψε	πέμπω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to send, despatch
κάπρον	κάπρος	Case: accusative, Gender: masculine, Number: singular	the boar, wild boar
γῆν	γῆ	Case: accusative, Gender: feminine, Number: singular	earth
διαφθεροῦντα	διαφθείρω	Case: accusative, Gender: masculine, Number: plural, Tense: future, VerbForm: participle, Voice: active	to destroy, ruin; to corrupt
1.8.13	1.8.13	Case: genitive, Gender: masculine, Number: singular	
Τότε	τότε		at that time, then
Μελέαγρος	Μελέαγρος	Case: nominative, Gender: masculine, Number: singular	
βασιλέως	βασιλεύς	Case: genitive, Gender: masculine, Number: singular	a king, chief
ξυλλέξας	ξυλλέω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	
πολλοὺς	πολύς	Case: accusative, Degree: positive, Gender: masculine, Number: plural	much, many
φίλους	φίλος	Case: accusative, Gender: masculine, Number: plural	friend; loved, beloved, dear
ἀπέκτεινε	ἀποκτείνω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to kill, slay
θῆρα	θῆρα	Case: accusative, Gender: masculine, Number: singular	
δόρατι	δόρυτις	Case: dative, Gender: neuter, Number: singular	
1.8.14	1.8.14	Case: genitive, Gender: masculine, Number: singular	
Καὶ	καί		and, also
κεφαλὴν	κεφαλή	Case: accusative, Gender: feminine, Number: singular	the head
ἀποκόψας	ἀποκόπτω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to cut off, hew off
ἔδωκεν	δίδωμι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to give
Ἀταλάντῃ	Ἀταλάντης	Case: dative, Gender: masculine, Number: singular	
1.8.15	1.8.15	Case: dative, Gender: masculine, Number: singular	
δέρμα	δέρμα	Case: nominative, Gender: neuter, Number: singular	the skin, hide
καθιέρωσε	καθιερόω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to dedicate, devote, hallow
Ἀθήνῃ	Ἀθῆναι	Case: dative, Gender: feminine, Number: singular	the city of Athens
1.8.16	1.8.16	Case: genitive, Gender: masculine, Number: singular	
ἐποίησε	ποιέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make, to do
θεὸν	θεός	Case: accusative, Gender: feminine, Number: singular	god
βεβοηθηκέναι	βοηθέω	Aspect: perfective, Tense: past, VerbForm: infinitive, Voice: active	to come to aid, to succour, assist, aid
ἀεὶ	ἀεί		always, for ever
ἐφίλει	φιλέω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to love, regard with affection
Μελέαγρον	Μελέαγρον	Case: accusative, Gender: masculine, Number: singular	
1.8.17	1.8.17	Case: genitive, Gender: masculine, Number: singular	
πολὺ	πολύς	Case: accusative, Degree: positive, Gender: neuter, Number: singular	much, many
ὕστερον	ὕστερος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	latter, last
ἀπέθανεν	ἀποθνῄσκω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to die, be killed
1.8.18	1.8.18	Case: genitive, Gender: masculine, Number: singular	
Οὕτω	οὕτω(ς)		
Ἄρτεμις	Ἄρτεμις	Case: nominative, Gender: feminine, Number: singular	Artemis
τιμωρίαν	τιμωρία	Case: accusative, Gender: feminine, Number: singular	retribution, vengeance
ἔλαβεν	λαμβάνω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to take, seize, receive
1.9.0	1.9.0	Case: genitive, Gender: masculine, Number: singular	
Athletes	Athletes	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.9.1	1.9.1	Case: genitive, Gender: masculine, Number: singular	
Ἑλλὰς	Ἑλλάς	Case: nominative, Gender: feminine, Number: singular	Hellas
ἀξιολόγους	ἀξιόλογος	Case: accusative, Degree: positive, Gender: masculine, Number: plural	worthy of mention, noteworthy
ἄνδρας	ἀνήρ	Case: accusative, Gender: masculine, Number: plural	a man
ἔτρεφεν	τρέπω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to turn
1.9.2	1.9.2	Case: accusative, Gender: masculine, Number: singular	
τέχναις	τέχνη	Case: dative, Gender: masculine, Number: plural	art, skill, craft in work, cunning of hand
ἀγῶσιν	ἀγών	Case: dative, Gender: masculine, Number: plural	a gathering; a contest, a struggle, a trial
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
ἀξιόχρεῳ	ἀξιόχρεως	Case: dative, Degree: positive, Gender: masculine, Number: singular	worthy of a thing
1.9.3	1.9.3	Case: dative, Gender: masculine, Number: singular	
Ἐγύμναζον	γυμνάζω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to train naked, train in gymnastic exercise
σῶμα	σῶμα	Case: accusative, Gender: neuter, Number: singular	the body
πολλοὺς	πολύς	Case: accusative, Degree: positive, Gender: masculine, Number: plural	much, many
ἀγῶνας	ἀγών	Case: accusative, Gender: masculine, Number: plural	a gathering; a contest, a struggle, a trial
ἦγον	ἄγω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to lead
1.9.4	1.9.4	Case: accusative, Gender: masculine, Number: singular	
Ὀλυμπιακὸς	Ὀλυμπιακός	Case: nominative, Gender: masculine, Number: singular	Olympian
εὐδοξότατος	εὐδοξότατος	Case: nominative, Degree: superlative, Gender: masculine, Number: singular	
ἦν	ἦν		
1.9.5	1.9.5	Case: genitive, Gender: masculine, Number: singular	
Πολλοὶ	πολύς	Case: nominative, Degree: positive, Gender: masculine, Number: plural	much, many
σφόδρα	σφόδρα		very, very much, exceedingly, violently
ἔπειροι	ἔπειρος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
δίσκον	δίσκος	Case: accusative, Degree: positive, Gender: masculine, Number: singular	discus, quoit , of metal or stone
βάλλειν	βαλλείνω	Tense: present, VerbForm: infinitive, Voice: active	
1.9.6	1.9.6	Case: accusative, Gender: masculine, Number: singular	
Πολλοὶ	πολύς	Case: nominative, Degree: positive, Gender: masculine, Number: plural	much, many
δρόμῳ	δρόμος	Case: dative, Gender: masculine, Number: singular	a course, running, race
ἠγωνίζοντο	ἀγωνίζομαι	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	to contend for a prize
1.9.7	1.9.7	Case: genitive, Gender: masculine, Number: singular	
νικητήριον	νικητήριον	Case: nominative, Gender: neuter, Number: singular	
στέφανος	στέφανος	Case: nominative, Gender: masculine, Number: singular	wreath, crown
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
κοτίνου	κότινος	Case: genitive, Degree: positive, Gender: masculine, Number: singular	the wild olive-tree
1.9.8	1.9.8	Case: genitive, Gender: masculine, Number: singular	
πᾶσιν	πᾶς	Case: dative, Gender: neuter, Number: plural	all, the whole
ἐδόκει	δοκέω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	seem, impers. it seems best..
ἄριστον	ἀγαθός	Case: nominative, Degree: superlative, Gender: neuter, Number: singular	good
ἆθλον	ἔθλον	Case: accusative, Gender: neuter, Number: singular	
1.9.9	δι.άω	Tense: present, VerbForm: infinitive, Voice: active	
Πολλὰ	πολύς	Case: accusative, Degree: positive, Gender: neuter, Number: plural	much, many
ἐποίησεν	ποιέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make, to do
Πίνδαρος	Πίνδαρος	Case: nominative, Gender: masculine, Number: singular	Pindar
ἄθλων	ἄθλων	Case: genitive, Degree: positive, Gender: masculine, Number: plural	
1.10.0	1.10.0	Case: genitive, Gender: masculine, Number: singular	
Darius	Darius	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.10.1	1.10.1	Case: genitive, Gender: masculine, Number: singular	
Δαρεῖος	Δαρεῖος	Case: nominative, Gender: masculine, Number: singular	Darius
Περσῶν	Πέρσης	Case: genitive, Gender: masculine, Number: plural	a Persian; Perses (pr.n.)
βασιλεὺς	βασιλεύς	Case: nominative, Gender: masculine, Number: singular	a king, chief
ἦν	ἄνος	Case: genitive, Definiteness: definite, Gender: masculine, Number: singular, PrononimalType: demonstrative	
1.10.2	1.10.2	Case: genitive, Gender: masculine, Number: singular	
Σοφώτερος	Σοφώτηρ	Case: nominative, Gender: masculine, Number: singular	
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
πρόσθεν	πρόσθεν		before
ἀρχόντων	ἀρχόντων	Case: genitive, Gender: masculine, Number: plural	
1.10.3	1.10.3	Case: genitive, Gender: masculine, Number: singular	
Φόρον	Φόρος	Case: accusative, Gender: masculine, Number: singular	
ὑπηκόοις	ὑπήκοος	Case: dative, Degree: positive, Gender: masculine, Number: plural	giving ear, listening to
ἔτασσεν	τάσσω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to arrange, put in order
1.10.4	1.10.4	Case: genitive, Gender: masculine, Number: singular	
Κιλίκιοι	Κιλίκιος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	Cilician, of Cilicia
ἔφερον	φέρω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to bear
φόρον	φόρος	Case: accusative, Gender: masculine, Number: singular	tribute, payment
λευκῶν	λευκός	Case: genitive, Degree: positive, Gender: masculine, Number: plural	light, bright, clear
ἵππων	ἵππων	Case: genitive, Gender: masculine, Number: plural	
1.10.5	1.10.5	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ἀπὸ	ἀπό		from, away from. c. gen.
Ἰνδῶν	Ἰνδοί	Case: genitive, Gender: masculine, Number: plural	
πλεῖστος	πολύς	Case: nominative, Degree: superlative, Gender: masculine, Number: singular	much, many
προσῄει	προσίημι	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	let come to; (mid.) admit, accept
φόρος	φόρυς	Case: nominative, Gender: masculine, Number: singular	
1.10.6	1.10.6	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
στρατόν	στρατός	Case: accusative, Gender: masculine, Number: singular	an encamped army
ποτε	ποτε		ever, sometime
Ἕλληνας	Ἕλλην	Case: accusative, Gender: masculine, Number: plural	Hellen; Greek
ἔπεμψεν	ἔπομπ	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.10.7	1.10.7	Case: genitive, Gender: masculine, Number: singular	
Ἀθηναῖοι	Ἀθηναῖος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	Athenian, of Athens
ἐνίκησαν	νικάω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to conquer, prevail, vanquish
Πέρσας	Πέρσης	Case: accusative, Gender: masculine, Number: plural	a Persian; Perses (pr.n.)
Μαραθῶνι	Μαραθώνι	Case: dative, Gender: masculine, Number: singular	
1.10.8	1.10.8	Case: genitive, Gender: masculine, Number: singular	
Πέρσαι	Πέρσης	Case: nominative, Gender: masculine, Number: plural	a Persian; Perses (pr.n.)
πλείους	πολύς	Case: nominative, Degree: comparative, Gender: masculine, Number: plural	much, many
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
Ἀθηναίων	Ἀθηναῖος	Case: genitive, Degree: positive, Gender: masculine, Number: plural	Athenian, of Athens
1.10.9	1.10.9	Case: genitive, Gender: masculine, Number: singular	
Ἀθηναῖοι	Ἀθηναῖος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	Athenian, of Athens
ἀνδρειότεροι	ἀνδρεῖος	Case: nominative, Degree: comparative, Gender: masculine, Number: plural	of or for a man; courageous
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
Περσων	Περσωνᾶς	Case: genitive, Gender: masculine, Number: plural	
1.11.0	1.11.0	Case: genitive, Gender: masculine, Number: singular	
Chariot-races	Chariot-races	Case: nominative, Degree: positive, Gender: masculine, Number: singular	
1.11.1	1.11.1	Case: genitive, Gender: masculine, Number: singular	
πᾶσι	πᾶς	Case: dative, Gender: masculine, Number: plural	all, the whole
ἀγῶσιν	ἀγών	Case: dative, Gender: masculine, Number: plural	a gathering; a contest, a struggle, a trial
ἐγίγνοντο	γίγνομαι	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	become, be born
δρόμοι	δρόμος	Case: nominative, Gender: masculine, Number: plural	a course, running, race
ἁρμάτων	ἁρμάτων	Case: genitive, Gender: neuter, Number: plural	
1.11.2	1.11.2	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ταχεῖς	Ταχέες	Case: nominative, Gender: masculine, Number: plural	
ἵπποι	ἵππος	Case: nominative, Gender: masculine, Number: plural	a horse, mare
εἷλκον	ἕλκω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to draw, drag
ἅρματα	ἅρμα	Case: accusative, Gender: neuter, Number: plural	a chariot
1.11.3	1.11.3	Case: genitive, Gender: masculine, Number: singular	
ἅρμάτων	ἅρμα	Case: genitive, Gender: neuter, Number: plural	a chariot
δύο	δύο		two
τέσσαρας	τέσσαρες	Case: accusative, Gender: masculine, Number: plural	four
ἵππους	ἵππος	Case: accusative, Gender: feminine, Number: plural	a horse, mare
εἶχεν	οἶχα	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.11.4	1.11.4	Case: genitive, Gender: masculine, Number: singular	
νικήσαντες	νικάω	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: active	to conquer, prevail, vanquish
ἀεὶ	ἀεί		always, for ever
κλεινότατοι	κλεινός	Case: nominative, Degree: superlative, Gender: masculine, Number: plural	famous, renowned, illustrious
ἐγίγνοντο	ἐγιγίγνομαι	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	
1.11.5	1.11.5	Case: genitive, Gender: masculine, Number: singular	
ἆθλον	ἄθλος	Case: nominative, Gender: neuter, Number: singular	
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
στέφανος	στέφανος	Case: nominative, Gender: masculine, Number: singular	wreath, crown
μόνον	μόνος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	alone, left alone, forsaken solitary
κοτίνου	κότινος	Case: genitive, Degree: positive, Gender: masculine, Number: singular	the wild olive-tree
1.11.6	1.11.6	Case: genitive, Gender: masculine, Number: singular	
ἀθάνατον	ἀθάνατος	Case: nominative, Degree: positive, Gender: neuter, Number: singular	undying, immortal
κλέος	κλέος	Case: nominative, Gender: neuter, Number: singular	a rumour, report; fame, glory
ἥδιστον	ἥδιστος	Case: nominative, Degree: superlative, Gender: neuter, Number: singular	
ἆθλον	ἄθλος	Case: accusative, Gender: neuter, Number: singular	
ἐνομίζετο	ἐνομίζω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	
1.11.7	1.11.7	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Οὐδὲν	οὐδείς	Case: nominative, Gender: neuter, Number: singular	not one, nobody
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
μεῖζον	μέγας	Case: nominative, Degree: comparative, Gender: neuter, Number: singular	big, great
κλέος	κλέος	Case: nominative, Gender: neuter, Number: singular	a rumour, report; fame, glory
Ἕλλησιν	Ἕλλησις	Case: dative, Gender: masculine, Number: plural	
1.11.8	1.11.8	Case: genitive, Gender: masculine, Number: singular	
ἡνίοχον	ἡνίοχος	Case: accusative, Gender: masculine, Number: singular	one who holds the reins, a driver, charioteer
ἔδει	δεῖ	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	it is necessary
φρονιμώτατον	φρόνιμος	Case: accusative, Degree: superlative, Gender: masculine, Number: singular	in one's right mind, in one's senses
εἶναι	λέγω	Aspect: perfective, Tense: past, VerbForm: infinitive, Voice: active	to say, tell, speak; epic and arch.: pick, gather
1.11.9	1.11.9	Case: genitive, Gender: masculine, Number: singular	
πίονες	πίόν	Case: nominative, Gender: masculine, Number: plural	
ἵππων	ἵππος	Case: genitive, Gender: masculine, Number: plural	a horse, mare
οὔποτε	οὔποτε		never
ἐνίκων	νικάω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to conquer, prevail, vanquish
ἀγῶνα	ἀγών	Case: accusative, Gender: masculine, Number: singular	a gathering; a contest, a struggle, a trial
1.12.1	1.12.1	Case: genitive, Gender: masculine, Number: singular	
Chariot	Chariot	Case: genitive, Gender: masculine, Number: singular	
the	the	Case: accusative, Gender: feminine, Number: singular	
1.12.1	1.12.1	Case: genitive, Gender: masculine, Number: singular	
Ἥλιος	Ἥλιος	Case: nominative, Gender: masculine, Number: singular	
θεὸς	θεός	Case: nominative, Gender: masculine, Number: singular	god
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
παλαιοῖς	παλαιος	Case: dative, Degree: positive, Gender: masculine, Number: plural	
1.12.2	1.12.2	Case: genitive, Gender: masculine, Number: singular	
Ἀπόλλων	Ἀπόλλων	Case: nominative, Gender: masculine, Number: singular	Apollo
ἐπεστάτει	ἐφίστημι	Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to set on, over; set in charge of
μαντεία	μαντεία	Case: dative, Gender: feminine, Number: singular	prophesying, prophetic power
μουσικῇ	μουσικός	Case: dative, Degree: positive, Gender: feminine, Number: singular	 musical, skilled in music, elegant
1.12.3	1.12.3	Case: genitive, Gender: feminine, Number: singular	
Καὶ	καί		and, also
Ὁμήρου	Ὁμῆρος	Case: genitive, Gender: masculine, Number: singular	
ἕπεσιν	ἕπεσις	Case: dative, Gender: neuter, Number: plural	
ἕτεροι	ἕτερος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	the one; the other (of two)
νομίζονται	νομίζω	Mood: indicative, Number: plural, Person: third, Tense: present, VerbForm: finite, Voice: middle	to have as a custom; to believe
θεοί	θεός	Case: nominative, Gender: masculine, Number: plural	god
1.12.4	1.12.4	Case: genitive, Gender: masculine, Number: singular	
Ὕστερον	ὕστερος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	latter, last
Ἀπόλλων	Ἀπόλλων	Case: nominative, Gender: masculine, Number: singular	Apollo
ἡλίου	ἥλιος	Case: genitive, Gender: masculine, Number: singular	the sun
θεὸς	θεός	Case: nominative, Gender: masculine, Number: singular	god
ἐνομίζετο	ἐνομίζω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	
1.12.5	1.12.5	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
ἅρματι	ἅρμα	Case: dative, Gender: neuter, Number: singular	a chariot
ἐφέρετο	φέρω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	to bear
οὐρανοῦ	οὐρανοῦς	Case: genitive, Gender: masculine, Number: singular	
1.12.6	1.12.6	Case: genitive, Gender: masculine, Number: singular	
Τέσσαρες	Τέσσαρες	Case: nominative, Gender: masculine, Number: plural	
ἵπποι	ἵππος	Case: nominative, Gender: masculine, Number: plural	a horse, mare
ἐζεύχθησαν	ζεύγνυμι	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	to yoke, put to
ἅρματι	ἅρματις	Case: dative, Gender: neuter, Number: singular	
1.12.7	1.12.7	Case: genitive, Gender: masculine, Number: singular	
Φαέθων	Φαέθων	Case: genitive, Gender: masculine, Number: singular	Phaethon
ποτέ	ποτύς	Case: nominative, Gender: masculine, Number: singular, PrononimalType: relative	
υἱὸς	υἱός	Case: nominative, Gender: masculine, Number: singular	a son
Ἡλιόυ	Ἡλιός	Case: genitive, Gender: masculine, Number: singular	
πατρὸς	πατήρ	Case: genitive, Gender: masculine, Number: singular	a father
ἅρμα	ἅρμα	Case: accusative, Gender: neuter, Number: singular	a chariot
ἤλαυνεν	ἀλαυνέω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.12.8	1.12.8	Case: genitive, Gender: masculine, Number: singular	
Ἀλλ	ἀλλ		
ἵπποι	ἵππος	Case: nominative, Gender: masculine, Number: plural	a horse, mare
δρόμου	δρόμος	Case: genitive, Gender: masculine, Number: singular	a course, running, race
ἀποδραμόντες	ἀποτρέχω	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: active	to run off
γῆν	γῆ	Case: accusative, Gender: feminine, Number: singular	earth
μόνον	μόνος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	alone, left alone, forsaken solitary
ξυνέκαυσαν	ξυγαυσάνω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.12.9	1.12.9	Case: genitive, Gender: masculine, Number: singular	
Ζεὺς	Ζεύς	Case: nominative, Gender: masculine, Number: singular	Zeus
ὀργισθεὶς	ὀργίζω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: passive	to make angry, provoke to anger, irritate
ἀπέκτεινε	ἀποκτείνω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to kill, slay
Φαέθοντα	Φαέθων	Case: accusative, Gender: masculine, Number: singular	Phaethon
κεραυνῷ	κεραυνός	Case: dative, Degree: positive, Gender: masculine, Number: singular	a thunderbolt
1.13.0	1.13.0	Case: genitive, Gender: masculine, Number: singular	
Dirce	Dirce	Case: genitive, Degree: positive, Gender: feminine, Number: singular	
and	and	Case: accusative, Gender: feminine, Number: singular	
the	the	Case: accusative, Gender: feminine, Number: singular	
Bull	Bull	Case: genitive, Gender: masculine, Number: singular	
1.13.1	1.13.1	Case: genitive, Gender: masculine, Number: singular	
Λύκος	Λύκος	Case: nominative, Gender: masculine, Number: singular	Lycus
βασιλεὺς	βασιλεύς	Case: nominative, Gender: masculine, Number: singular	a king, chief
